;estado;cidade;pib;populacao;pib_percapita
2770;BAHIA;Urandi;77405.5546875;16289;4752.00976562
2771;RIO GRANDE DO NORTE;Serrinha dos Pintos;19139.68164062;4504;4249.49023438
2772;CEARÁ;Graça;48560.41015625;15949;3044.72998047
2773;RIO DE JANEIRO;Mangaratiba;860850.125;32533;26460.83007812
2774;TOCANTINS;Mateiros;92554.96875;1802;51362.359375
2775;PIAUÍ;Hugo Napoleão;15036.78320312;3784;3973.7800293
2776;MINAS GERAIS;Piedade de Caratinga;39503.0390625;6937;5694.54003906
2777;TOCANTINS;Cariri do Tocantins;58913.2734375;3738;15760.63964844
2778;SÃO PAULO;Mariápolis;31623.21289062;3896;8116.83984375
2779;SANTA CATARINA;Anchieta;86799.203125;6683;12988.05957031
2780;BAHIA;Mundo Novo;96220.46875;25245;3811.4699707
2781;RONDÔNIA;Nova Mamoré;226439.9375;22337;10137.44042969
2782;RIO DE JANEIRO;Guapimirim;410782.46875;49748;8257.26953125
2783;CEARÁ;Jardim;91902.015625;26578;3457.82006836
2784;PARANÁ;Santa Cecília do Pavão;52511.83984375;3695;14211.58984375
2785;PERNAMBUCO;Ilha de Itamaracá;94137.2109375;18658;5045.41015625
2786;PERNAMBUCO;Primavera;68269.6796875;12364;5521.64990234
2787;AMAZONAS;Guajará;63766.28515625;15031;4242.31982422
2788;PARAÍBA;Boqueirão;98568.1171875;16360;6024.95019531
2789;PARAÍBA;Triunfo;34377.05078125;9968;3448.73999023
2790;MINAS GERAIS;Paraguaçu;208498.34375;20429;10206.0
2791;PARANÁ;Telêmaco Borba;1230714.875;69278;17764.86914062
2792;SÃO PAULO;Serra Negra;314408.0625;25912;12133.69042969
2793;BAHIA;Caravelas;205351.859375;22115;9285.63964844
2794;TOCANTINS;Lajeado;20501.7421875;2204;9302.05957031
2795;RIO GRANDE DO SUL;Bozano;36078.76171875;2361;15281.13964844
2796;BAHIA;Itapicuru;118382.15625;32563;3635.47998047
2797;SÃO PAULO;Mirassol;773413.0625;54920;14082.54003906
2798;SÃO PAULO;Ribeirão Corrente;87870.625;4216;20842.1796875
2799;PARANÁ;General Carneiro;151003.515625;15275;9885.66015625
2800;RIO GRANDE DO SUL;São Sepé;342808.21875;24353;14076.62988281
2801;CEARÁ;Capistrano;52476.46875;17033;3080.87011719
2802;ESPIRITO SANTO;Mimoso do Sul;232497.359375;27124;8571.65039062
2803;MINAS GERAIS;Taiobeiras;160162.15625;31333;5111.60986328
2804;MINAS GERAIS;Miravânia;19420.89257812;4998;3885.72998047
2805;SANTA CATARINA;Correia Pinto;343976.8125;14842;23175.91015625
2806;SANTA CATARINA;Cerro Negro;29764.57421875;4045;7358.35986328
2807;RIO GRANDE DO SUL;Morro Reuter;74450.25;5985;12439.46972656
2808;GOIÁS;Alvorada do Norte;55964.19921875;8666;6457.89990234
2809;MINAS GERAIS;Juatuba;770444.5625;20978;36726.30859375
2810;ESPIRITO SANTO;Dores do Rio Preto;49223.80078125;6293;7821.99023438
2811;RIO DE JANEIRO;Conceição de Macabu;175653.15625;20687;8490.99023438
2812;RIO GRANDE DO SUL;Camaquã;1060406.25;62723;16906.1796875
2813;AMAZONAS;Careiro da Várzea;112120.0625;24704;4538.54003906
2814;MINAS GERAIS;Itinga;58555.12109375;15252;3839.17993164
2815;AMAZONAS;Atalaia do Norte;54603.19140625;14715;3710.7199707
2816;RIO GRANDE DO SUL;Santa Margarida do Sul;68161.2578125;2235;30497.2109375
2817;PERNAMBUCO;Itaíba;152252.21875;27631;5510.20019531
2818;RIO GRANDE DO SUL;Jaquirana;39487.2890625;4429;8915.62011719
2819;SÃO PAULO;Pitangueiras;438054.46875;35441;12360.09960938
2820;SÃO PAULO;Suzano;5559876.5;284356;19552.51953125
2821;RIO DE JANEIRO;Bom Jardim;360322.5;26549;13571.98046875
2822;BAHIA;Itarantim;82294.8125;18375;4478.62988281
2823;PERNAMBUCO;Lajedo;168724.875;34809;4847.16015625
2824;CEARÁ;Jijoca de Jericoacoara;64023.44140625;16880;3792.86010742
2825;SÃO PAULO;Cerquilho;3092352.25;38199;80953.75
2826;PERNAMBUCO;São Joaquim do Monte;87932.0546875;21872;4020.30004883
2827;SÃO PAULO;Avanhandava;119166.875;12112;9838.74023438
2828;RIO GRANDE DO SUL;Xangri-lá;160877.53125;11721;13725.58007812
2829;RIO GRANDE DO SUL;Unistalda;28591.38867188;2396;11932.96972656
2830;MINAS GERAIS;Palma;41938.515625;6212;6751.20996094
2831;MATO GROSSO;Nortelândia;69248.6640625;6272;11040.91992188
2832;MATO GROSSO;Juína;450454.84375;39708;11344.1796875
2833;RIO GRANDE DO SUL;Alegrete;1123318.5;78984;14222.09960938
2834;PARANÁ;Itambé;86111.015625;6082;14158.33984375
2835;RIO GRANDE DO NORTE;Coronel João Pessoa;21530.4375;4993;4312.12011719
2836;MINAS GERAIS;Coimbra;43221.16015625;7209;5995.43994141
2837;SANTA CATARINA;Jaborá;62235.21484375;4129;15072.70996094
2838;SÃO PAULO;Canitar;35199.875;4743;7421.43994141
2839;MINAS GERAIS;Mariana;1444840.125;54689;26419.2109375
2840;SÃO PAULO;São Sebastião da Grama;152929.140625;12990;11772.83984375
2841;PARANÁ;Ribeirão do Pinhal;88980.2421875;13584;6550.37011719
2842;SÃO PAULO;Jacupiranga;172416.0625;16322;10563.41992188
2843;GOIÁS;Edéia;268327.09375;10604;25304.33007812
2844;MINAS GERAIS;Urucânia;91329.15625;10502;8696.36035156
2845;MARANHÃO;Araioses;132998.6875;39166;3395.77001953
2846;MINAS GERAIS;Pedra do Anta;17767.02929688;3731;4762.0
2847;ALAGOAS;Olho D'Água das Flores;70390.265625;20555;3424.47998047
2848;BAHIA;Seabra;213669.90625;42175;5066.27001953
2849;PIAUÍ;Buriti dos Lopes;72460.390625;19796;3660.36010742
2850;RIO DE JANEIRO;Itatiaia;657369.625;35577;18477.38085938
2851;GOIÁS;Serranópolis;166530.421875;7813;21314.52929688
2852;SÃO PAULO;Jaguariúna;2714575.75;41107;66036.8203125
2853;PARANÁ;Boa Esperança do Iguaçu;31648.30859375;2898;10920.74023438
2854;MATO GROSSO;Santo Antônio do Leste;240566.609375;3573;67329.03125
2855;MINAS GERAIS;Ijaci;231447.125;6036;38344.44921875
2856;MARANHÃO;Axixá;36745.2265625;15203;2416.9699707
2857;BAHIA;Correntina;637574.3125;32980;19332.15039062
2858;PARAÍBA;Pombal;158469.953125;32443;4884.56982422
2859;CEARÁ;Chorozinho;78034.9609375;18759;4159.87011719
2860;SÃO PAULO;Mairiporã;1029388.125;79155;13004.70996094
2861;BAHIA;Catolândia;22203.5390625;4059;5470.20019531
2862;SÃO PAULO;Guaimbê;41937.18359375;4740;8847.50976562
2863;TOCANTINS;Rio Sono;32593.95703125;6366;5120.00976562
2864;CEARÁ;Quixeramobim;349781.71875;73517;4757.83007812
2865;PARAÍBA;Congo;30035.15429688;4930;6092.31982422
2866;PERNAMBUCO;Buenos Aires;51370.76171875;13675;3756.55004883
2867;PERNAMBUCO;Ipubi;109918.828125;27353;4018.5300293
2868;MINAS GERAIS;Frei Lagonegro;16006.06542969;3493;4582.33007812
2869;ACRE;Sena Madureira;371556.0625;36166;10273.62988281
2870;MARANHÃO;Esperantinópolis;64343.0546875;18815;3419.77001953
2871;BAHIA;Teodoro Sampaio;38678.0390625;8442;4581.62011719
2872;AMAPÁ;Pedra Branca do Amapari;104478.9921875;8182;12769.37011719
2873;SANTA CATARINA;Angelina;63321.44921875;5396;11734.88964844
2874;GOIÁS;Lagoa Santa;15363.55761719;1346;11414.23046875
2875;PARÁ;Moju;234566.484375;68600;3419.34008789
2876;PARANÁ;Agudos do Sul;52750.92578125;8735;6039.02978516
2877;RIO GRANDE DO SUL;Caseiros;44075.60546875;3132;14072.66992188
2878;BAHIA;Itapitanga;38620.75390625;10376;3722.12011719
2879;PIAUÍ;São José do Peixe;15313.89257812;3835;3993.18994141
2880;BAHIA;Ribeira do Amparo;46314.48046875;14621;3167.66992188
2881;RIO GRANDE DO SUL;Camargo;51100.84765625;2549;20047.41015625
2882;PARAÍBA;Várzea;13316.390625;2568;5185.50976562
2883;PERNAMBUCO;São José da Coroa Grande;72025.234375;18555;3881.7199707
2884;SANTA CATARINA;São Carlos;146369.46875;10938;13381.74023438
2885;MARANHÃO;Santo Antônio dos Lopes;65007.71484375;14663;4433.45019531
2886;MATO GROSSO;Porto Esperidião;113256.625;9850;11498.12988281
2887;SANTA CATARINA;Bombinhas;178943.96875;13695;13066.37011719
2888;SÃO PAULO;Ilha Comprida;97179.28125;10090;9631.25
2889;SÃO PAULO;Nova Luzitânia;29767.0078125;3795;7843.74023438
2890;BAHIA;Caém;34143.12890625;10187;3351.63989258
2891;RIO DE JANEIRO;Miracema;236378.921875;26824;8812.21972656
2892;SÃO PAULO;Lindóia;67635.7421875;5974;11321.6796875
2893;PERNAMBUCO;Parnamirim;89271.609375;19850;4497.31005859
2894;PERNAMBUCO;Frei Miguelinho;52487.42578125;14855;3533.32006836
2895;RORAIMA;Normandia;74608.90625;7527;9912.16992188
2896;SÃO PAULO;Santa Salete;24226.39257812;1446;16754.08007812
2897;MINAS GERAIS;Santa Cruz de Minas;34635.61328125;7671;4515.14013672
2898;AMAZONAS;Urucurituba;67527.9609375;18541;3642.09008789
2899;RIO GRANDE DO NORTE;Jardim do Seridó;63020.53515625;12384;5088.87011719
2900;MARANHÃO;Chapadinha;277768.03125;70537;3937.90991211
2901;BAHIA;Macarani;69146.0703125;16940;4081.82006836
2902;PIAUÍ;Vila Nova do Piauí;13307.02246094;3136;4243.31005859
2903;RIO GRANDE DO NORTE;Senador Elói de Souza;24814.86914062;6201;4001.75
2904;PARANÁ;Primeiro de Maio;106101.3203125;11126;9536.33984375
2905;GOIÁS;Pires do Rio;356490.375;27928;12764.62011719
2906;SÃO PAULO;Diadema;9969819.0;397738;25066.30078125
2907;SÃO PAULO;Gália;67073.984375;6635;10109.12011719
2908;PIAUÍ;Buriti dos Montes;24284.73242188;8117;2991.84008789
2909;RIO GRANDE DO NORTE;Santana do Matos;61293.671875;14544;4214.35986328
2910;SÃO PAULO;Altair;96194.734375;3287;29265.2109375
2911;PIAUÍ;Santo Inácio do Piauí;12291.79589844;3756;3272.58007812
2912;RONDÔNIA;Cabixi;104578.7578125;6695;15620.4296875
2913;ESPIRITO SANTO;Barra de São Francisco;392909.25;41645;9434.73046875
2914;SÃO PAULO;São Lourenço da Serra;138128.15625;18319;7540.16015625
2915;MINAS GERAIS;Estrela Dalva;19506.14453125;2536;7691.70019531
2916;MINAS GERAIS;Itaobim;142984.15625;21618;6614.12011719
2917;SÃO PAULO;Registro;585710.5;55168;10616.84960938
2918;SANTA CATARINA;Novo Horizonte;61519.921875;2954;20825.97070312
2919;MINAS GERAIS;Buenópolis;56813.33984375;9627;5901.45996094
2920;SANTA CATARINA;Itá;187247.9375;6552;28578.75
2921;SÃO PAULO;Tatuí;1898242.5;109017;17412.34960938
2922;PIAUÍ;Paulistana;72797.6796875;20390;3570.26000977
2923;SERGIPE;Pedrinhas;37565.15625;8709;4313.37011719
2924;AMAZONAS;Novo Aripuanã;85700.7265625;18952;4521.99023438
2925;SERGIPE;Nossa Senhora da Glória;244753.5;30804;7945.50976562
2926;SERGIPE;Carmópolis;295503.3125;12610;23434.0390625
2927;SERGIPE;Rosário do Catete;503797.625;8965;56196.05078125
2928;MATO GROSSO;Nova Ubiratã;440926.96875;8372;52666.859375
2929;RIO GRANDE DO SUL;Santo Antônio do Palma;35738.61328125;2295;15572.37988281
2930;PARANÁ;Tuneiras do Oeste;85351.8125;8777;9724.49023438
2931;BAHIA;Barra;147346.296875;50226;2933.66992188
2932;SANTA CATARINA;Capivari de Baixo;254304.703125;21059;12075.8203125
2933;PARANÁ;Sengés;211313.234375;20445;10335.69042969
2934;RIO DE JANEIRO;Iguaba Grande;210597.21875;22947;9177.54980469
2935;MINAS GERAIS;Serra do Salitre;177244.234375;10778;16445.0
2936;MINAS GERAIS;Pequi;41105.6484375;4504;9126.48046875
2937;MINAS GERAIS;Passos;1185068.125;107619;11011.70019531
2938;PARAÍBA;Itapororoca;104540.3515625;16573;6307.87011719
2939;MINAS GERAIS;Santa Margarida;105679.0078125;14806;7137.58007812
2940;RIO GRANDE DO SUL;Alegria;48344.25390625;4775;10124.45019531
2941;MINAS GERAIS;Botelhos;117536.1875;15289;7687.62988281
2942;RIO GRANDE DO SUL;Floriano Peixoto;29052.140625;2155;13481.26953125
2943;PARAÍBA;Bonito de Santa Fé;44123.16015625;10657;4140.29980469
2944;ESPIRITO SANTO;Baixo Guandu;233346.015625;29891;7806.56005859
2945;RIO GRANDE DO SUL;Tupanciretã;597097.8125;23842;25043.94921875
2946;TOCANTINS;Dianópolis;217774.359375;19524;11154.19042969
2947;SÃO PAULO;Barbosa;50042.2109375;6944;7206.54003906
2948;PARANÁ;Mauá da Serra;119340.1796875;8446;14129.79003906
2949;PERNAMBUCO;Brejo da Madre de Deus;161963.40625;42250;3833.44995117
2950;CEARÁ;Brejo Santo;191745.0625;41266;4646.56005859
2951;SÃO PAULO;Jarinu;399077.0625;22822;17486.50976562
2952;PERNAMBUCO;Condado;98794.625;24403;4048.45996094
2953;PARANÁ;Leópolis;50136.58984375;4316;11616.45019531
2954;MARANHÃO;Jatobá;26733.35546875;8909;3000.70996094
2955;CEARÁ;Guaiúba;82031.0625;23853;3439.0300293
2956;MINAS GERAIS;Varginha;3046304.0;121785;25013.7890625
2957;GOIÁS;Águas Lindas de Goiás;548629.625;143179;3831.77001953
2958;MINAS GERAIS;Santana dos Montes;19299.37695312;4134;4668.45019531
2959;SANTA CATARINA;Araranguá;762710.1875;59537;12810.69042969
2960;SÃO PAULO;Francisco Morato;863953.375;157294;5492.60009766
2961;PERNAMBUCO;Serrita;68741.2734375;18958;3625.97998047
2962;BAHIA;Santa Inês;35840.4296875;10803;3317.63989258
2963;MINAS GERAIS;Carmo do Cajuru;169706.671875;20031;8472.20019531
2964;MINAS GERAIS;Virginópolis;62167.61328125;11273;5514.74023438
2965;PERNAMBUCO;Surubim;265122.8125;56795;4668.06982422
2966;CEARÁ;Ararendá;35326.19921875;11186;3158.07006836
2967;SANTA CATARINA;Imbituba;946290.1875;38882;24337.49023438
2968;BAHIA;Piripá;36582.48828125;13325;2745.39990234
2969;MINAS GERAIS;Coronel Fabriciano;724103.75;105037;6893.79980469
2970;SÃO PAULO;Poloni;66943.3046875;5100;13126.13964844
2971;AMAZONAS;Presidente Figueiredo;304599.375;26282;11589.66015625
2972;SÃO PAULO;Dirce Reis;24405.38476562;1623;15037.20996094
2973;PIAUÍ;Guadalupe;98231.2265625;9809;10014.40039062
2974;PIAUÍ;Madeiro;23075.33984375;8012;2880.10009766
2975;SERGIPE;Monte Alegre de Sergipe;69754.8125;13817;5048.47998047
2976;TOCANTINS;Sítio Novo do Tocantins;42988.91015625;9568;4492.99023438
2977;MINAS GERAIS;Itambé do Mato Dentro;11206.33203125;2479;4520.50976562
2978;MINAS GERAIS;Rio Pardo de Minas;150917.34375;29947;5039.47998047
2979;SÃO PAULO;Tambaú;301012.6875;22575;13333.90039062
2980;PARANÁ;Inácio Martins;75978.65625;11431;6646.72021484
2981;PARÁ;Cumaru do Norte;81871.8359375;11890;6885.77001953
2982;PARANÁ;Tamarana;106447.703125;11577;9194.75976562
2983;MARANHÃO;Mirinzal;39531.5546875;14311;2762.32006836
2984;TOCANTINS;Nazaré;23986.79882812;4596;5219.06005859
2985;CEARÁ;Tianguá;374219.5625;68588;5456.04980469
2986;GOIÁS;Aparecida do Rio Doce;40092.76953125;2871;13964.74023438
2987;PIAUÍ;Capitão Gervásio Oliveira;12069.73046875;4029;2995.70996094
2988;MATO GROSSO;Santa Terezinha;73279.421875;7690;9529.1796875
2989;MARANHÃO;Buriticupu;248992.484375;64685;3849.31005859
2990;MINAS GERAIS;Rio Paranaíba;361441.1875;10990;32888.19140625
2991;MARANHÃO;Penalva;100140.96875;34907;2868.79003906
2992;SÃO PAULO;Jeriquara;75402.8671875;3216;23446.16992188
2993;MARANHÃO;Marajá do Sena;35996.2109375;6954;5176.33007812
2994;ESPIRITO SANTO;Afonso Cláudio;212760.109375;31384;6779.25
2995;ACRE;Capixaba;89052.6796875;9287;9588.95996094
2996;CEARÁ;Araripe;84206.421875;22373;3763.75
2997;RONDÔNIA;São Miguel do Guaporé;283618.65625;23201;12224.41992188
2998;BAHIA;Rio Real;202989.765625;38095;5328.50976562
3000;SANTA CATARINA;Ituporanga;410706.5;21496;19106.1796875
3001;MINAS GERAIS;Paracatu;1226047.25;83560;14672.66015625
3002;SÃO PAULO;Dumont;86997.0703125;8346;10423.79980469
3003;MINAS GERAIS;Senador Amaral;49120.94140625;5201;9444.51953125
3004;MATO GROSSO DO SUL;Caarapó;359395.1875;23696;15166.91015625
3005;PARANÁ;Fênix;68322.6484375;5017;13618.23046875
3006;PARANÁ;Iretama;76621.3125;11510;6656.93017578
3007;SERGIPE;Malhador;54451.6484375;12124;4491.22998047
3008;RIO GRANDE DO SUL;São Jorge;49034.63671875;2825;17357.390625
3009;MINAS GERAIS;São João del Rei;822362.0;85503;9617.9296875
3010;PARANÁ;São Jorge do Ivaí;107663.90625;5382;20004.43945312
3011;PARANÁ;Jussara;125054.0546875;6240;20040.7109375
3012;MARANHÃO;Bacuri;47541.1171875;16585;2866.51000977
3013;MINAS GERAIS;Palmópolis;27005.71679688;6810;3965.60009766
3014;PIAUÍ;Caracol;33394.68359375;10838;3081.26000977
3015;PARAÍBA;Aparecida;30302.33789062;7607;3983.47998047
3016;SÃO PAULO;Itapirapuã Paulista;23267.171875;3919;5937.02001953
3017;RIO GRANDE DO SUL;Ivorá;31861.1171875;2424;13144.03027344
3018;RIO GRANDE DO SUL;Barra do Ribeiro;142471.171875;11762;12112.83984375
3019;ALAGOAS;Viçosa;95608.140625;26830;3563.47998047
3020;RIO GRANDE DO SUL;Vanini;26400.24804688;2045;12909.66015625
3021;GOIÁS;Trindade;759605.4375;104979;7235.77978516
3022;PERNAMBUCO;Jaboatão dos Guararapes;7068777.5;687688;10279.04980469
3023;ALAGOAS;Maravilha;33863.60546875;10110;3349.52001953
3024;PARANÁ;Lunardelli;40139.4140625;5094;7879.74023438
3025;RIO GRANDE DO SUL;Liberato Salzano;75537.046875;6167;12248.58984375
3026;AMAPÁ;Oiapoque;230480.78125;20962;10995.16992188
3027;SANTA CATARINA;Lauro Muller;182674.4375;14173;12888.90039062
3028;MINAS GERAIS;Cambuquira;97574.6875;12936;7542.87988281
3029;MATO GROSSO;Santa Cruz do Xingu;36023.68359375;2357;15283.70019531
3030;PARÁ;Bonito;36021.890625;12013;2998.58007812
3031;PARANÁ;Engenheiro Beltrão;214099.921875;14280;14992.99023438
3032;PARANÁ;Jacarezinho;498248.78125;40582;12277.58007812
3033;SERGIPE;Malhada dos Bois;23457.98046875;3830;6124.79980469
3034;RIO GRANDE DO NORTE;Tibau;30851.06835938;3937;7836.18994141
3035;RIO GRANDE DO SUL;Tio Hugo;58052.32421875;2730;21264.58984375
3036;PARÁ;Piçarra;76790.75;13140;5844.04980469
3037;RIO GRANDE DO NORTE;Nova Cruz;178236.546875;36561;4875.04980469
3038;PIAUÍ;Bom Princípio do Piauí;20777.93554688;5506;3773.68994141
3039;RIO GRANDE DO SUL;Monte Alegre dos Campos;31576.25976562;3256;9697.87011719
3040;RIO GRANDE DO NORTE;Parazinho;20183.13085938;4977;4055.2800293
3041;RIO GRANDE DO NORTE;Montanhas;48808.7890625;12834;3803.08007812
3042;PARANÁ;Verê;101084.9609375;8078;12513.61035156
3043;PARAÍBA;São Domingos do Cariri;11675.81152344;2341;4987.52978516
3044;RIO GRANDE DO NORTE;Olho-D'Água do Borges;19422.43554688;4578;4242.56005859
3045;MARANHÃO;Fortuna;54452.68359375;14922;3649.14990234
3046;RIO GRANDE DO NORTE;Rio do Fogo;46879.40234375;10124;4630.52001953
3047;PARANÁ;Cruz Machado;123444.9375;19132;6452.27978516
3048;MINAS GERAIS;Santana da Vargem;83066.21875;7222;11501.83007812
3049;MINAS GERAIS;Uberaba;6489508.5;296261;21904.69921875
3050;MINAS GERAIS;Santa Fé de Minas;24721.9375;4129;5987.39013672
3051;AMAZONAS;Careiro;117802.6171875;32638;3609.37011719
3052;GOIÁS;Itaguari;37283.44140625;4364;8543.41015625
3053;PIAUÍ;Palmeira do Piauí;33065.046875;5116;6463.06982422
3054;RIO GRANDE DO SUL;São José do Ouro;110298.859375;7190;15340.58984375
3055;GOIÁS;Uirapuru;27419.87695312;3117;8796.87988281
3056;RIO GRANDE DO NORTE;Açu;316499.6875;53282;5940.08984375
3057;RIO GRANDE DO SUL;Entre-Ijuís;146000.953125;9263;15761.74023438
3058;ALAGOAS;Pão de Açúcar;85304.7265625;24534;3477.0
3059;RIO DE JANEIRO;Bom Jesus do Itabapoana;396142.75;35303;11221.21972656
3060;SANTA CATARINA;Orleans;441775.65625;21731;20329.27929688
3061;MINAS GERAIS;Córrego Fundo;76349.15625;5939;12855.55957031
3062;RIO GRANDE DO SUL;Vicente Dutra;57206.62890625;5587;10239.24023438
3063;PARANÁ;Araucária;11962877.0;117964;101411.2578125
3064;MARANHÃO;Feira Nova do Maranhão;32300.70117188;7899;4089.20996094
3065;MINAS GERAIS;Reduto;42805.29296875;6663;6424.33007812
3066;MINAS GERAIS;Carmo do Paranaíba;350128.65625;32059;10921.37988281
3067;SÃO PAULO;Lins;1917087.25;73183;26195.80078125
3068;PIAUÍ;São Miguel do Fidalgo;11472.98339844;3182;3605.59008789
3069;SANTA CATARINA;Pouso Redondo;237024.484375;14510;16335.25
3070;RIO GRANDE DO SUL;Estância Velha;633553.375;43906;14429.76953125
3071;RIO GRANDE DO NORTE;Lajes Pintadas;19073.09375;4309;4426.33984375
3072;PERNAMBUCO;Rio Formoso;146614.40625;21815;6720.81005859
3073;SANTA CATARINA;Calmon;41113.1015625;4265;9639.65039062
3074;PIAUÍ;Campinas do Piauí;22183.11523438;5818;3812.84008789
3075;DISTRITO FEDERAL;Brasília;131487264.0;2606885;50438.4609375
3076;SÃO PAULO;Nipoã;48101.53515625;4103;11723.5
3077;AMAZONAS;Juruá;40090.02734375;9275;4322.37011719
3078;ALAGOAS;Girau do Ponciano;111610.8828125;36904;3024.36010742
3079;SÃO PAULO;Guaíra;850159.125;38676;21981.5703125
3080;RIO GRANDE DO SUL;Araricá;59706.1640625;5181;11524.05957031
3081;BAHIA;Vera Cruz;207724.953125;37539;5533.58007812
3082;MINAS GERAIS;Espírito Santo do Dourado;37765.73046875;4471;8446.8203125
3083;SANTA CATARINA;São Ludgero;263178.375;10951;24032.359375
3084;MINAS GERAIS;Jequeri;77701.3671875;13225;5875.33984375
3085;MINAS GERAIS;Florestal;45382.26953125;6199;7320.89990234
3086;SÃO PAULO;Santa Rita d'Oeste;39319.76953125;2501;15721.62011719
3087;SÃO PAULO;Irapuru;62625.421875;7874;7953.43994141
3088;PARANÁ;Ibiporã;1081024.25;47514;22751.69921875
3089;MATO GROSSO;Itaúba;95909.21875;4585;20918.0390625
3090;MINAS GERAIS;Carbonita;62895.98828125;10783;5832.87988281
3091;CEARÁ;Porteiras;53051.28515625;15058;3523.12988281
3092;BAHIA;Riachão do Jacuípe;125705.1484375;33666;3733.88989258
3093;SÃO PAULO;São João da Boa Vista;1608504.875;83909;19169.63085938
3094;CEARÁ;Madalena;65020.15625;17773;3658.37011719
3095;GOIÁS;Israelândia;22917.2890625;2876;7968.45996094
3096;MINAS GERAIS;Ouro Fino;342506.3125;32639;10493.76953125
3097;TOCANTINS;Marianópolis do Tocantins;41466.171875;4743;8742.59960938
3098;BAHIA;Santa Cruz da Vitória;23149.640625;6443;3592.98999023
3099;RIO GRANDE DO SUL;Guabiju;38074.53515625;1702;22370.47070312
3100;SÃO PAULO;Jaboticabal;1418964.875;73084;19415.52929688
3101;MINAS GERAIS;Curral de Dentro;32442.68164062;7376;4398.41015625
3102;RIO GRANDE DO SUL;Santa Maria do Herval;103114.3828125;6476;15922.54003906
3103;CEARÁ;Caririaçu;87100.125;27380;3181.15991211
3104;TOCANTINS;Figueirópolis;65767.046875;4883;13468.5703125
3105;ACRE;Rio Branco;3837370.75;305954;12542.30957031
3106;PERNAMBUCO;Maraial;82864.140625;12303;6735.27978516
3107;SÃO PAULO;Pindamonhangaba;4172247.75;144613;28851.13085938
3108;SÃO PAULO;Araçatuba;3001299.5;182204;16472.18945312
3109;CEARÁ;Salitre;77822.125;16845;4619.89013672
3110;PARAÍBA;Alagoa Grande;106449.3359375;28126;3784.72998047
3111;SANTA CATARINA;Paulo Lopes;84931.421875;7255;11706.61035156
3112;SÃO PAULO;Gavião Peixoto;165148.078125;4244;38913.30859375
3113;RONDÔNIA;Presidente Médici;245843.890625;22519;10917.1796875
3114;CEARÁ;Maracanaú;3534385.0;201693;17523.58984375
3115;SÃO PAULO;Itariri;94274.328125;16284;5789.37988281
3116;PARANÁ;Francisco Alves;56896.1328125;6389;8905.33007812
3117;ESPIRITO SANTO;Ecoporanga;227060.625;23891;9504.01953125
3118;SÃO PAULO;Votorantim;1810173.375;105193;17208.11914062
3119;PARANÁ;Flor da Serra do Sul;52964.69140625;4742;11169.26953125
3120;ACRE;Brasiléia;194979.828125;20238;9634.33984375
3121;CEARÁ;Pacujá;21133.74414062;6233;3390.62011719
3122;PARAÍBA;Juazeirinho;64330.44140625;16476;3904.48999023
3123;SANTA CATARINA;Xanxerê;916734.4375;42174;21736.9609375
3124;BAHIA;Wenceslau Guimarães;144764.984375;24802;5836.83007812
3125;CEARÁ;Itatira;66732.171875;18875;3535.47998047
3126;SANTA CATARINA;Agronômica;80491.53125;4925;16343.45996094
3127;CEARÁ;Aiuaba;48629.4375;16423;2961.06005859
3128;CEARÁ;Potengi;34289.66015625;10144;3380.29003906
3129;MINAS GERAIS;Lajinha;159347.21875;17678;9013.87011719
3130;CEARÁ;Altaneira;21733.01171875;6834;3180.12988281
3131;BAHIA;Santa Cruz Cabrália;153209.375;26250;5836.54980469
3132;ALAGOAS;Chã Preta;26925.03125;7073;3806.72998047
3133;MINAS GERAIS;Miraí;116036.1015625;13502;8593.99023438
3134;TOCANTINS;Colméia;72166.5078125;8961;8053.39990234
3135;RIO GRANDE DO NORTE;Taboleiro Grande;12153.43457031;2380;5106.49023438
3136;PARANÁ;Alto Paraná;104750.40625;13435;7796.83007812
3137;CEARÁ;Morada Nova;351117.84375;63126;5562.16992188
3138;PARANÁ;Jaguapitã;200335.109375;12414;16137.83984375
3139;MATO GROSSO;Arenápolis;81260.3125;9903;8205.62988281
3140;SÃO PAULO;Mongaguá;447405.15625;44087;10148.23046875
3141;AMAZONAS;Maués;226922.828125;49666;4568.97998047
3142;MINAS GERAIS;Simão Pereira;20950.86914062;2594;8076.66015625
3143;CEARÁ;Beberibe;211808.109375;48760;4343.89013672
3144;SÃO PAULO;Pontes Gestal;84910.578125;2557;33207.109375
3145;PERNAMBUCO;Vicência;155211.25;27883;5566.52001953
3146;RIO GRANDE DO SUL;Pejuçara;123046.1953125;3946;31182.50976562
3147;RONDÔNIA;Primavera de Rondônia;45551.33203125;3765;12098.62988281
3148;PARAÍBA;Capim;22519.7109375;5458;4126.0
3149;RIO GRANDE DO SUL;Faxinalzinho;27758.2265625;2607;10647.5703125
3150;BAHIA;São Félix do Coribe;68296.671875;13504;5057.50976562
3151;PARANÁ;Joaquim Távora;159289.140625;10755;14810.70996094
3152;SÃO PAULO;Itirapuã;58454.1640625;5903;9902.45019531
3153;SÃO PAULO;Mira Estrela;32981.234375;2663;12384.99023438
3154;SÃO PAULO;Mirandópolis;242961.578125;26761;9078.94042969
3155;PARANÁ;Antonina;187649.9375;17743;10576.0
